crop_type,area_hectares,days_since_sowing,ndvi_trend,avg_temp,cum_rainfall,yield_kg
WHEAT,2.79,19,0.781,19.6,579.0,9516.75
MAIZE,6.99,91,0.849,21.6,203.5,44356.59
COTTON,7.79,46,0.534,32.3,133.9,5515.08
COTTON,2.6,118,0.588,27.2,677.1,3111.03
PULSES,3.4,41,0.65,22.5,732.4,3219.34
RICE,4.2,65,0.766,15.1,564.3,16278.39
PULSES,3.65,13,0.796,16.9,355.4,3135.95
COTTON,8.39,53,0.767,20.9,139.3,9211.81
RICE,6.71,113,0.765,29.1,124.0,21119.07
WHEAT,1.66,51,0.489,29.0,572.2,4093.71
SUGARCANE,9.39,176,0.76,34.7,535.9,622931.33
WHEAT,3.82,79,0.629,32.0,279.5,10263.33
WHEAT,9.41,60,0.659,17.1,136.9,20512.06
WHEAT,8.26,91,0.737,18.6,384.0,29201.09
SUGARCANE,2.18,30,0.847,20.5,490.7,175738.84
RICE,2.92,55,0.528,31.0,55.2,6710.36
COTTON,1.62,149,0.81,32.0,282.1,2780.21
WHEAT,6.29,66,0.791,34.2,626.1,19122.21
MAIZE,6.16,33,0.797,22.1,355.1,39928.97
COTTON,6.2,32,0.688,24.0,494.3,10279.36
RICE,7.23,107,0.732,17.9,705.5,28130.16
PULSES,1.49,59,0.764,32.8,317.5,1257.67
COTTON,9.16,19,0.426,22.0,746.3,10626.94
RICE,7.88,35,0.754,30.5,95.6,25278.62
WHEAT,3.09,120,0.417,28.4,526.7,8217.42
SUGARCANE,6.37,126,0.848,24.9,342.8,471156.23
RICE,7.6,103,0.545,27.8,483.0,25196.25
SUGARCANE,1.7,63,0.623,28.9,751.3,99125.72
WHEAT,2.51,134,0.612,28.5,711.9,6197.83
MAIZE,7.47,81,0.523,25.3,128.7,25784.33
MAIZE,7.87,83,0.789,16.0,732.0,47067.9
PULSES,0.54,40,0.707,26.6,508.8,549.73
PULSES,6.71,48,0.475,28.7,531.9,4711.7
MAIZE,3.13,15,0.766,31.6,607.9,19904.89
PULSES,7.83,53,0.696,30.4,672.8,8134.26
RICE,7.05,13,0.313,20.0,484.8,11753.31
WHEAT,9.25,94,0.285,32.2,605.6,10025.82
SUGARCANE,7.19,303,0.206,32.1,387.8,175508.33
PULSES,5.22,63,0.591,16.4,407.7,3318.1
WHEAT,9.91,19,0.841,19.2,797.1,35413.96
RICE,8.16,117,0.841,16.9,740.9,32755.72
WHEAT,3.5,16,0.401,25.2,213.4,9035.15
WHEAT,2.31,138,0.653,33.1,356.6,6972.25
MAIZE,1.73,80,0.803,29.6,218.2,11720.55
WHEAT,9.33,110,0.682,19.8,570.8,33534.34
RICE,3.21,67,0.769,16.1,154.7,12238.68
MAIZE,5.08,19,0.808,21.6,75.0,22866.49
MAIZE,3.48,54,0.637,15.8,786.5,14337.17
COTTON,1.58,74,0.734,21.2,752.8,2683.38
SUGARCANE,3.1,250,0.427,18.2,463.3,169247.53
PULSES,6.17,28,0.796,30.7,682.1,6001.36
COTTON,7.48,36,0.149,18.0,783.8,4554.92
PULSES,7.25,13,0.709,23.4,571.2,6996.87
RICE,9.4,57,0.812,21.8,299.7,39813.42
COTTON,2.52,95,0.75,24.7,454.2,4283.58
MAIZE,9.27,37,0.677,23.2,789.6,61650.4
SUGARCANE,1.09,357,0.408,25.4,570.7,63022.64
COTTON,5.87,46,0.223,33.6,63.0,2189.25
WHEAT,1.92,123,0.717,15.5,128.1,4374.14
RICE,4.6,69,0.794,34.1,558.7,16640.82
RICE,2.47,118,0.712,15.7,377.3,9757.36
WHEAT,9.17,107,0.665,28.0,564.4,33101.21
WHEAT,6.09,28,0.438,33.4,637.4,13396.82
RICE,0.52,53,0.746,18.2,739.7,2183.24
RICE,9.03,26,0.523,28.0,383.4,28259.5
COTTON,7.9,90,0.762,24.8,456.1,13542.24
WHEAT,8.96,47,0.689,18.2,545.2,32581.87
PULSES,7.55,20,0.149,34.5,465.1,2403.07
MAIZE,4.45,63,0.766,17.7,710.8,26409.39
RICE,8.52,63,0.597,27.9,714.6,28493.08
COTTON,1.98,75,0.39,18.5,395.8,1182.42
COTTON,7.1,130,0.831,20.2,381.1,12078.71
PULSES,6.26,63,0.744,30.5,89.6,4309.54
WHEAT,9.1,138,0.629,18.1,279.7,23060.44
RICE,8.06,27,0.848,32.9,565.3,28851.81
PULSES,7.68,42,0.655,21.8,699.3,7279.71
SUGARCANE,9.44,27,0.796,23.0,436.5,748315.58
RICE,7.05,92,0.711,24.4,702.5,32068.83
PULSES,1.11,69,0.688,17.5,180.7,1014.9
MAIZE,1.77,97,0.847,28.4,252.5,12077.38
RICE,1.31,87,0.773,28.6,467.1,5776.85
RICE,9.34,25,0.788,30.6,563.9,41038.05
RICE,3.99,15,0.78,29.5,91.1,12691.07
RICE,3.21,38,0.76,22.5,382.0,13953.53
PULSES,1.94,47,0.784,21.6,100.5,1281.9
SUGARCANE,9.29,36,0.412,17.1,466.5,461760.27
PULSES,2.18,57,0.72,20.8,405.2,2198.36
PULSES,2.68,89,0.666,34.8,179.1,2345.7
COTTON,3.96,131,0.742,28.9,547.7,6819.58
PULSES,2.69,86,0.769,30.0,388.5,2612.3
WHEAT,3.79,108,0.563,30.3,243.4,9846.43
RICE,3.17,61,0.72,29.4,380.6,13305.48
PULSES,8.58,21,0.389,19.8,753.1,3238.08
WHEAT,8.75,118,0.495,26.5,637.5,22641.75
COTTON,5.57,106,0.401,25.6,307.6,6862.34
COTTON,3.36,21,0.525,27.3,343.2,4035.69
MAIZE,3.09,88,0.662,34.1,647.7,17340.65
WHEAT,3.19,21,0.507,20.3,70.1,5783.48
SUGARCANE,4.65,103,0.803,21.3,780.5,366522.81
RICE,1.42,24,0.843,33.2,438.6,5470.49
RICE,9.64,42,0.735,25.2,465.4,44517.57
MAIZE,6.17,31,0.721,26.5,138.3,28978.61
RICE,8.28,68,0.448,20.5,752.7,26580.45
RICE,8.91,28,0.5,18.1,512.1,29790.11
PULSES,9.36,11,0.716,25.9,173.0,9335.38
COTTON,9.25,150,0.572,17.8,98.2,7173.91
MAIZE,4.97,97,0.796,20.6,278.8,31178.04
WHEAT,6.05,126,0.24,26.0,239.1,7724.21
WHEAT,1.27,120,0.687,21.7,85.6,3057.75
WHEAT,6.4,56,0.823,31.8,514.8,22535.77
PULSES,6.38,85,0.252,33.8,298.0,1909.09
SUGARCANE,2.95,241,0.632,19.7,53.2,120474.53
WHEAT,7.36,64,0.828,15.1,296.2,23554.46
WHEAT,7.11,95,0.415,29.0,206.6,17977.5
WHEAT,5.4,16,0.818,31.8,446.0,19554.72
COTTON,6.24,118,0.561,23.1,740.8,7165.95
MAIZE,4.39,61,0.676,33.4,700.9,23549.45
COTTON,0.77,117,0.7,15.6,287.1,1112.81
COTTON,0.83,43,0.835,19.8,89.6,990.96
PULSES,2.17,72,0.733,28.0,263.2,2138.97
MAIZE,4.47,18,0.425,27.5,207.3,21881.96
COTTON,5.67,57,0.748,30.2,85.6,6480.15
RICE,3.53,48,0.822,21.6,351.0,15115.19
COTTON,3.6,85,0.836,18.3,690.9,6047.31
WHEAT,3.72,29,0.365,25.5,455.2,4729.6
RICE,9.16,50,0.547,22.8,741.8,29621.89
MAIZE,2.17,74,0.638,31.8,792.6,10362.89
RICE,3.62,15,0.784,31.8,175.7,16114.19
SUGARCANE,8.74,245,0.797,32.3,207.2,552546.24
RICE,2.48,65,0.252,34.6,145.1,2347.39
PULSES,5.07,59,0.839,29.0,633.3,4861.77
WHEAT,5.53,106,0.309,18.0,429.4,7370.57
COTTON,5.83,78,0.666,29.9,355.0,9779.03
WHEAT,8.33,78,0.483,32.4,617.6,18952.55
PULSES,4.0,41,0.735,18.9,537.8,4102.08
COTTON,5.25,19,0.716,21.8,317.3,8735.27
WHEAT,1.08,42,0.453,27.7,668.7,2673.62
MAIZE,8.25,67,0.107,29.2,641.5,18892.68
PULSES,9.72,52,0.708,23.2,502.7,9901.62
PULSES,2.62,84,0.614,34.7,536.9,1570.28
RICE,4.45,81,0.841,22.2,487.8,19849.48
MAIZE,4.3,92,0.756,31.8,789.9,27935.2
SUGARCANE,0.6,152,0.835,20.3,553.3,46197.51
WHEAT,2.47,55,0.417,28.8,262.6,6387.88
MAIZE,5.58,98,0.652,32.0,718.4,35867.35
SUGARCANE,2.99,170,0.769,31.8,769.2,228428.35
RICE,5.14,13,0.543,19.1,113.9,12024.87
RICE,2.64,41,0.656,17.3,591.0,10459.16
RICE,8.74,58,0.695,22.1,462.3,36738.33
SUGARCANE,7.86,48,0.785,33.9,324.5,499953.52
COTTON,3.16,60,0.742,17.6,542.0,4688.38
SUGARCANE,7.79,46,0.369,22.3,373.6,220759.14
COTTON,7.12,85,0.749,26.4,508.7,11596.28
MAIZE,0.74,53,0.78,28.8,340.0,4914.84
PULSES,1.29,24,0.723,32.8,679.9,1128.69
SUGARCANE,2.63,186,0.3,17.6,689.9,68906.39
WHEAT,8.19,25,0.359,30.5,533.9,10483.85
RICE,4.25,50,0.663,27.6,188.7,18324.82
MAIZE,5.17,100,0.68,31.1,80.3,24618.28
WHEAT,5.0,108,0.612,24.3,69.3,9166.66
SUGARCANE,1.84,39,0.796,28.7,231.5,144846.48
RICE,7.96,104,0.355,20.7,602.6,12319.37
WHEAT,9.99,121,0.779,30.9,66.5,24001.24
WHEAT,8.07,32,0.616,22.2,672.8,19966.63
COTTON,5.93,25,0.468,31.3,505.8,6940.15
WHEAT,8.1,70,0.194,23.1,114.8,7547.94
RICE,9.57,110,0.81,29.8,597.4,40984.66
SUGARCANE,7.25,252,0.693,30.3,517.6,568963.07
COTTON,4.56,116,0.749,20.8,146.3,5407.95
WHEAT,0.75,52,0.612,29.2,426.9,2014.83
RICE,1.38,85,0.535,18.3,444.2,4461.19
SUGARCANE,5.68,280,0.539,28.5,276.5,313641.63
WHEAT,1.61,37,0.609,15.7,165.6,3772.76
WHEAT,3.55,62,0.842,19.7,373.3,12949.08
COTTON,5.15,86,0.306,28.9,101.9,2159.59
RICE,8.65,37,0.616,16.8,136.4,17449.17
COTTON,3.26,92,0.407,19.8,204.5,3778.56
WHEAT,3.09,77,0.736,34.2,107.5,6726.92
COTTON,7.81,98,0.793,24.1,613.3,12439.98
PULSES,8.67,68,0.665,22.5,609.8,8255.14
RICE,8.43,94,0.778,29.6,119.6,27191.01
PULSES,7.57,17,0.828,30.1,782.4,7847.31
WHEAT,7.72,107,0.449,23.5,702.2,18819.92
MAIZE,6.14,45,0.769,31.7,347.7,41279.44
WHEAT,8.68,45,0.172,28.8,94.4,7771.95
PULSES,6.97,76,0.588,26.6,700.0,4800.45
PULSES,0.96,63,0.687,21.0,683.3,978.82
COTTON,3.71,146,0.47,32.6,456.3,3794.09
WHEAT,6.42,53,0.717,29.6,680.5,22582.33
WHEAT,5.48,93,0.343,17.8,330.4,6594.23
PULSES,3.11,50,0.133,27.4,135.7,789.68
COTTON,7.93,64,0.251,18.3,613.2,4723.92
SUGARCANE,5.83,115,0.748,22.9,471.9,454966.06
WHEAT,9.55,14,0.789,23.2,379.2,33679.47
COTTON,4.5,80,0.798,33.9,249.3,6243.65
COTTON,7.78,43,0.696,24.1,308.9,12411.65
COTTON,5.07,19,0.722,21.0,434.7,8040.01
MAIZE,2.9,20,0.686,17.3,283.7,16733.64
COTTON,8.97,28,0.726,17.0,340.0,12695.78
WHEAT,8.84,29,0.772,23.0,611.3,31996.45
MAIZE,3.73,90,0.844,33.2,181.6,20712.36
WHEAT,4.11,75,0.373,34.4,793.8,4471.6
RICE,9.89,113,0.708,31.0,254.5,44325.33
MAIZE,9.92,82,0.732,23.5,56.7,48087.44
RICE,1.38,62,0.433,24.9,162.4,4292.59
SUGARCANE,4.08,310,0.703,17.5,124.2,204991.33
COTTON,7.57,63,0.756,25.7,543.6,12958.59
SUGARCANE,3.59,357,0.405,30.8,195.3,191578.59
PULSES,6.24,20,0.834,22.2,457.7,5911.74
COTTON,8.13,76,0.581,33.9,230.4,8554.85
PULSES,2.89,44,0.799,24.5,397.5,2722.51
COTTON,2.14,134,0.196,28.2,301.5,1310.94
MAIZE,8.21,86,0.174,27.3,340.4,19853.9
MAIZE,1.81,20,0.318,24.5,571.5,4547.81
COTTON,1.74,97,0.652,15.2,361.2,2695.06
PULSES,8.71,67,0.711,26.6,637.4,8792.87
MAIZE,6.06,39,0.674,23.2,209.6,38907.92
WHEAT,4.51,134,0.565,28.7,84.6,7750.96
RICE,4.92,23,0.792,20.7,542.1,21536.45
RICE,7.51,40,0.704,35.0,759.9,28273.56
SUGARCANE,3.18,157,0.791,27.7,717.2,238621.54
PULSES,3.83,29,0.613,32.8,201.5,2276.75
WHEAT,6.91,130,0.606,28.2,480.3,17786.53
PULSES,2.48,27,0.715,20.5,392.3,2507.0
RICE,8.37,53,0.676,29.6,788.4,38064.65
COTTON,9.62,143,0.467,33.6,752.0,9800.27
SUGARCANE,1.65,223,0.71,23.0,240.9,129750.63
RICE,9.69,84,0.458,30.2,393.1,31939.0
WHEAT,7.45,87,0.517,34.2,660.0,16487.62
SUGARCANE,8.65,182,0.154,24.9,591.2,241784.69
MAIZE,5.82,103,0.651,24.4,470.4,36956.18
WHEAT,3.74,54,0.669,16.7,537.4,12169.28
RICE,5.73,30,0.497,26.4,489.2,18545.96
PULSES,4.36,12,0.736,33.2,682.7,3687.03
WHEAT,8.37,102,0.732,23.1,669.0,29549.63
RICE,7.8,10,0.445,34.9,404.3,21920.3
PULSES,6.14,12,0.812,24.7,632.5,6095.46
SUGARCANE,7.64,223,0.304,23.7,655.7,215632.23
WHEAT,0.85,18,0.828,25.3,254.7,2923.58
WHEAT,6.89,121,0.711,23.8,357.0,24699.33
SUGARCANE,4.39,40,0.592,28.5,251.8,241914.27
MAIZE,4.7,64,0.722,20.5,630.1,31050.5
SUGARCANE,1.48,310,0.745,22.0,694.3,117452.48
WHEAT,3.42,43,0.415,23.7,184.7,8852.78
WHEAT,1.05,42,0.493,34.0,241.8,2209.82
MAIZE,9.55,38,0.772,29.3,74.8,46296.2
MAIZE,7.87,15,0.455,16.7,436.2,32797.03
WHEAT,3.08,112,0.488,17.5,581.1,6883.51
PULSES,5.96,13,0.81,31.8,709.8,5841.07
COTTON,6.2,63,0.749,19.6,794.7,9851.0
SUGARCANE,9.46,214,0.839,25.4,399.0,757207.85
WHEAT,5.22,55,0.8,19.2,76.5,13260.69
PULSES,4.98,16,0.789,21.2,541.2,4807.43
RICE,2.44,67,0.69,19.7,621.2,10932.25
PULSES,6.45,75,0.706,23.0,624.5,6118.9
MAIZE,6.63,80,0.403,24.3,379.9,32118.19
PULSES,6.6,57,0.565,17.3,762.1,4307.32
COTTON,5.63,108,0.819,22.1,276.8,9597.91
WHEAT,1.41,135,0.529,19.4,515.5,3485.91
MAIZE,0.79,36,0.551,24.0,535.8,3978.12
SUGARCANE,4.57,281,0.691,29.5,149.6,258443.19
WHEAT,6.54,19,0.741,33.2,401.6,20382.26
PULSES,5.42,37,0.419,22.4,228.5,3744.2
SUGARCANE,4.05,307,0.501,21.9,322.1,217290.21
PULSES,7.41,26,0.729,23.7,733.6,7445.46
COTTON,6.56,19,0.742,34.8,420.7,9173.75
MAIZE,8.37,83,0.503,17.8,487.7,36968.92
RICE,8.96,10,0.717,21.2,692.4,38955.38
WHEAT,1.48,100,0.73,33.2,381.3,4297.93
PULSES,9.86,39,0.701,21.7,497.4,9280.38
SUGARCANE,5.85,174,0.469,22.2,634.0,332609.6
WHEAT,1.21,24,0.693,16.1,603.7,3676.51
PULSES,1.89,69,0.21,22.5,562.2,712.58
MAIZE,7.49,94,0.449,29.1,189.4,37559.32
WHEAT,3.21,139,0.763,27.0,99.0,8041.95
RICE,8.07,84,0.771,21.0,439.5,35139.89
PULSES,0.72,66,0.822,18.1,282.2,743.02
COTTON,7.85,60,0.523,27.3,522.6,9212.19
COTTON,9.92,24,0.548,15.5,198.4,10281.55
COTTON,3.28,103,0.534,15.3,312.6,3539.16
WHEAT,7.3,117,0.765,21.0,735.6,26448.31
PULSES,9.62,39,0.804,32.6,608.2,8327.06
PULSES,3.59,74,0.109,21.6,377.6,1346.47
RICE,5.75,66,0.829,29.8,381.9,25536.34
SUGARCANE,5.27,237,0.813,22.1,504.7,401865.06
MAIZE,6.38,74,0.682,21.5,162.3,40192.42
SUGARCANE,6.63,354,0.729,27.2,529.8,498524.13
WHEAT,3.33,69,0.756,26.9,182.6,11266.92
RICE,7.02,59,0.697,24.0,53.8,21720.85
WHEAT,3.64,89,0.708,23.5,728.5,12924.79
RICE,2.51,61,0.705,23.6,735.5,10627.12
PULSES,8.87,64,0.685,31.2,83.2,6303.38
PULSES,5.96,61,0.635,26.0,356.6,4292.36
PULSES,1.17,82,0.113,30.8,277.0,413.36
SUGARCANE,2.61,120,0.819,23.3,586.3,198982.26
RICE,8.24,75,0.8,30.3,69.4,25597.77
COTTON,2.33,142,0.848,32.7,101.4,2368.81
MAIZE,8.63,22,0.127,22.5,91.1,14857.49
PULSES,8.18,86,0.764,26.6,192.3,8018.17
PULSES,4.05,55,0.765,28.4,604.8,4046.83
SUGARCANE,4.41,234,0.737,28.2,107.6,225999.14
RICE,6.6,88,0.273,19.1,172.2,10914.37
SUGARCANE,9.12,197,0.834,29.0,500.1,673007.81
SUGARCANE,2.59,81,0.689,26.5,172.4,192146.2
SUGARCANE,8.78,145,0.66,34.8,209.9,596072.96
RICE,9.39,70,0.754,22.0,165.9,41105.15
SUGARCANE,0.57,214,0.788,32.9,786.2,38817.84
PULSES,1.75,14,0.62,34.9,493.9,1106.36
RICE,4.58,72,0.44,17.4,373.7,13627.61
RICE,5.65,25,0.432,28.4,533.8,17591.88
PULSES,6.34,87,0.157,18.6,317.9,2367.95
SUGARCANE,7.81,307,0.433,23.6,163.0,420522.61
MAIZE,8.25,53,0.533,28.8,575.8,41565.91
RICE,8.54,84,0.552,26.4,353.4,27458.01
MAIZE,3.91,54,0.663,30.1,681.9,26561.1
RICE,5.43,61,0.586,33.8,717.5,15166.43
MAIZE,2.92,62,0.61,29.0,568.8,14015.39
RICE,2.94,112,0.602,20.5,472.9,9185.61
SUGARCANE,8.82,25,0.403,28.6,687.2,485642.75
SUGARCANE,0.83,77,0.51,21.8,374.1,46747.27
PULSES,6.37,79,0.201,28.1,415.3,2211.03
MAIZE,1.24,28,0.558,20.8,319.3,6207.88
PULSES,4.71,65,0.82,28.5,520.3,4563.89
COTTON,7.65,31,0.594,18.9,121.8,6707.56
MAIZE,5.21,77,0.216,24.4,270.1,12769.33
SUGARCANE,3.54,17,0.806,28.7,147.1,196656.84
COTTON,1.31,109,0.804,25.8,376.5,2219.43
MAIZE,6.17,26,0.838,32.5,495.9,35068.27
PULSES,4.42,15,0.724,18.1,423.2,4371.89
PULSES,3.31,30,0.723,33.7,763.9,2703.55
PULSES,9.41,51,0.686,19.1,163.5,9621.28
COTTON,8.4,10,0.799,25.4,514.5,13998.88
RICE,4.8,23,0.82,21.8,162.6,21385.98
PULSES,9.02,52,0.668,29.4,436.3,8815.02
COTTON,0.66,68,0.68,18.0,594.2,1111.99
RICE,6.24,28,0.268,33.3,716.8,8254.06
RICE,8.03,45,0.286,16.5,696.6,11918.71
SUGARCANE,9.3,258,0.703,33.1,693.6,619696.96
PULSES,4.92,71,0.759,28.8,277.8,4995.65
RICE,9.32,64,0.143,16.9,419.1,14011.75
PULSES,9.06,76,0.672,15.3,82.0,5753.04
COTTON,1.93,89,0.732,34.9,439.5,2738.37
COTTON,8.2,95,0.745,34.4,632.2,11927.1
WHEAT,4.46,86,0.84,17.9,611.7,14824.64
PULSES,1.92,49,0.687,27.8,201.9,1827.95
COTTON,9.71,57,0.716,34.7,238.8,13435.14
SUGARCANE,7.49,105,0.744,15.1,246.5,513695.67
COTTON,4.11,106,0.528,25.8,777.4,4832.98
PULSES,7.11,74,0.795,17.6,519.3,6216.8
RICE,7.0,115,0.832,26.1,503.1,29576.39
PULSES,1.79,26,0.781,24.6,271.7,1842.71
RICE,2.94,43,0.777,17.4,654.0,11155.3
MAIZE,3.88,85,0.543,33.6,314.4,15769.23
MAIZE,9.35,37,0.809,32.0,122.5,41566.23
MAIZE,2.65,41,0.589,33.7,173.5,10738.63
SUGARCANE,4.94,57,0.659,19.1,524.9,369968.49
MAIZE,6.2,73,0.792,29.0,660.3,41807.72
PULSES,1.15,77,0.668,33.7,433.8,924.53
PULSES,9.96,26,0.765,18.1,505.3,9581.7
COTTON,9.79,66,0.748,20.8,700.6,16884.57
WHEAT,2.54,51,0.696,27.0,248.0,8530.38
COTTON,0.63,125,0.674,21.2,756.4,1064.22
SUGARCANE,2.57,212,0.712,24.4,693.9,193058.28
COTTON,0.67,113,0.822,34.6,314.9,893.87
PULSES,9.69,58,0.14,32.1,462.2,2862.74
WHEAT,7.98,42,0.816,19.3,692.3,27851.79
SUGARCANE,2.07,294,0.583,17.7,246.1,107358.14
SUGARCANE,2.46,15,0.309,22.2,489.7,71211.78
SUGARCANE,2.08,28,0.216,34.3,74.3,33866.75
MAIZE,9.89,22,0.7,33.3,204.2,54595.46
PULSES,3.13,81,0.843,28.2,786.1,3191.15
MAIZE,1.43,43,0.656,22.8,226.3,9492.11
RICE,5.0,100,0.762,29.5,219.1,21727.78
PULSES,9.52,22,0.732,21.8,312.2,9294.2
SUGARCANE,8.16,200,0.702,16.5,235.1,569661.77
WHEAT,9.25,63,0.498,33.2,345.4,20281.38
WHEAT,5.14,128,0.748,24.8,476.0,17841.09
SUGARCANE,4.54,116,0.474,24.7,798.8,243383.28
MAIZE,2.59,81,0.76,25.9,273.3,16978.36
COTTON,8.62,59,0.771,28.6,417.5,14089.36
MAIZE,8.73,14,0.666,27.2,300.7,57766.02
RICE,3.42,33,0.499,20.0,513.9,11226.51
MAIZE,9.93,87,0.651,29.5,763.1,62898.45
COTTON,7.88,74,0.569,15.4,679.4,8919.55
PULSES,6.23,21,0.831,19.5,546.1,5875.82
COTTON,6.32,107,0.696,24.0,783.4,10515.63
COTTON,1.62,56,0.51,23.6,217.8,1880.52
MAIZE,5.33,59,0.738,18.2,250.2,34696.31
COTTON,1.48,103,0.786,27.4,167.7,2533.93
COTTON,0.57,39,0.474,27.4,675.2,681.71
COTTON,2.45,56,0.604,15.1,774.8,2625.89
MAIZE,4.36,80,0.608,28.7,365.1,20013.1
SUGARCANE,3.76,319,0.838,25.0,789.7,288907.65
SUGARCANE,3.29,118,0.366,34.9,358.0,76513.13
COTTON,0.99,107,0.748,31.8,543.4,1696.39
MAIZE,6.15,43,0.524,28.1,340.4,29871.35
SUGARCANE,6.51,236,0.484,31.8,656.9,355030.89
COTTON,9.12,91,0.572,17.6,67.6,6801.33
COTTON,5.2,11,0.705,31.6,443.2,8492.8
WHEAT,6.6,76,0.655,23.8,661.1,22720.1
RICE,7.84,71,0.725,25.6,199.0,34612.18
COTTON,6.01,57,0.429,23.1,334.8,7555.3
SUGARCANE,0.91,151,0.407,19.4,206.8,53342.84
MAIZE,1.33,10,0.493,18.5,792.1,6229.23
RICE,3.49,15,0.611,23.2,437.4,11580.49
COTTON,6.5,120,0.828,33.5,400.5,9250.91
MAIZE,7.07,110,0.214,23.6,78.0,11543.14
WHEAT,9.08,60,0.537,24.5,133.6,16425.34
RICE,7.23,107,0.814,16.4,707.8,27259.81
PULSES,5.15,15,0.757,28.6,497.2,4902.2
MAIZE,9.78,43,0.742,26.3,402.0,64666.57
WHEAT,8.7,15,0.703,19.3,291.1,31733.24
MAIZE,3.06,70,0.692,21.8,759.4,21026.63
PULSES,7.7,33,0.687,24.3,594.6,7897.97
COTTON,3.67,130,0.667,31.9,574.7,6164.62
RICE,9.44,86,0.827,23.0,121.1,28256.5
RICE,1.71,72,0.723,27.9,440.7,7371.71
PULSES,1.47,36,0.172,23.2,425.4,503.22
PULSES,5.3,11,0.663,15.9,652.0,4677.18
PULSES,3.95,13,0.464,24.9,774.2,2851.88
SUGARCANE,6.97,164,0.796,25.2,197.2,510426.0
MAIZE,5.42,108,0.693,33.6,296.4,29751.7
PULSES,0.57,47,0.549,24.6,435.6,415.09
WHEAT,1.62,125,0.814,19.9,547.4,5639.65
MAIZE,2.83,20,0.799,21.5,518.1,19291.81
MAIZE,9.94,15,0.782,33.0,797.4,56252.02
RICE,2.4,33,0.11,27.5,328.8,3649.95
PULSES,8.34,29,0.775,16.1,607.4,7177.51
PULSES,0.86,26,0.544,27.4,335.8,601.8
SUGARCANE,8.31,94,0.204,34.3,314.5,207054.84
WHEAT,0.78,40,0.466,30.9,95.1,1353.03
COTTON,2.48,51,0.679,34.5,506.9,3379.07
SUGARCANE,9.78,177,0.708,19.0,548.2,755447.2
PULSES,0.87,59,0.137,33.2,275.7,276.19
PULSES,0.81,40,0.116,34.2,273.0,242.6
COTTON,2.57,142,0.801,24.7,385.3,4115.22
SUGARCANE,9.44,86,0.793,27.8,295.6,728789.27
RICE,4.06,20,0.747,32.2,190.8,15207.51
WHEAT,4.65,80,0.541,32.4,123.8,6971.89
MAIZE,3.97,69,0.586,30.7,546.0,18254.25
MAIZE,6.12,41,0.753,26.5,595.9,41815.38
SUGARCANE,3.62,165,0.75,22.8,556.4,274240.7
PULSES,7.74,75,0.767,17.3,584.7,6775.89
RICE,5.35,27,0.469,29.2,80.8,12484.27
RICE,4.71,118,0.836,21.9,314.2,21133.86
WHEAT,4.0,95,0.666,16.2,617.5,12208.34
WHEAT,4.74,94,0.804,24.0,422.5,16673.39
MAIZE,5.96,33,0.826,17.3,212.6,35216.1
MAIZE,7.5,41,0.744,15.8,420.1,45488.65
MAIZE,8.98,86,0.259,21.2,566.0,21371.08
MAIZE,9.26,23,0.677,28.6,305.7,60637.91
COTTON,1.62,94,0.694,33.0,747.6,2334.88
COTTON,4.74,15,0.675,18.1,631.9,7549.65
WHEAT,6.96,111,0.811,33.8,662.8,21758.16
PULSES,6.46,45,0.831,27.7,87.1,4404.7
MAIZE,3.7,40,0.485,27.4,302.2,18347.46
COTTON,8.11,41,0.762,34.4,211.0,11229.84
PULSES,5.09,63,0.661,31.4,509.6,5169.43
MAIZE,9.89,105,0.656,23.3,588.2,63927.42
RICE,5.0,57,0.297,26.2,624.5,7674.79
PULSES,6.0,84,0.728,22.7,84.7,4340.17
PULSES,9.67,18,0.501,25.5,766.7,7229.31
SUGARCANE,5.69,340,0.635,15.7,328.9,294303.06
WHEAT,6.17,33,0.818,18.5,171.3,21251.53
RICE,6.31,34,0.576,29.2,755.3,20057.58
COTTON,6.08,57,0.293,32.8,457.5,3143.06
SUGARCANE,2.11,345,0.118,25.6,208.4,57881.59
COTTON,5.44,115,0.504,20.0,711.5,6776.51
WHEAT,7.52,69,0.79,18.7,189.8,27174.31
COTTON,3.27,81,0.813,21.1,686.2,5264.74
PULSES,5.81,31,0.544,23.7,229.7,4222.47
PULSES,3.61,21,0.532,23.9,691.1,2540.1
SUGARCANE,2.1,208,0.783,21.1,762.4,159824.64
SUGARCANE,2.56,301,0.48,16.8,295.3,132999.05
COTTON,3.45,46,0.706,33.8,520.0,4980.03
SUGARCANE,7.71,294,0.334,20.4,766.4,213475.12
COTTON,6.84,142,0.829,28.2,453.3,11669.48
SUGARCANE,7.92,84,0.804,27.6,710.8,587666.36
COTTON,5.82,45,0.66,24.4,222.8,9801.78
MAIZE,1.01,59,0.415,25.3,419.0,4751.43
SUGARCANE,9.65,263,0.66,20.3,297.3,749300.66
PULSES,8.1,51,0.508,23.0,664.6,6074.64
MAIZE,8.34,68,0.762,15.0,715.0,48733.71
PULSES,1.75,60,0.515,23.5,529.4,1315.52
MAIZE,2.54,63,0.148,15.7,358.3,5352.18
COTTON,3.87,74,0.443,16.2,163.2,4380.51
SUGARCANE,4.6,138,0.67,22.4,88.0,243620.81
PULSES,5.96,83,0.201,33.9,66.3,1256.25
